"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"1341","11.378735","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1343","11.386751","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"1345","11.394821","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1347","11.402744","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"1349","11.410879","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1351","11.418866","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"1353","11.426750","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1355","11.434742","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1357","11.442636","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"1359","11.450664","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1361","11.458752","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"1363","11.466939","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"1365","11.474625","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1367","11.482754","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1369","11.490657","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1371","11.498739","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1373","11.506620","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1375","11.514876","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1377","11.522858","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"1379","11.530967","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1381","11.538737","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1383","11.546827","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1385","11.554643","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1387","11.562935","1.7.3","host","USB","79","200102000005100000000000000000","URB_INTERRUPT in"
"1389","11.570886","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1391","11.578835","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1393","11.589007","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1395","11.596853","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"1397","11.604649","1.7.3","host","USB","79","200102000005000000000000000000","URB_INTERRUPT in"
"1399","11.612650","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1401","11.618771","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1403","11.626661","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1405","11.634655","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1407","11.644831","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1409","11.652924","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1411","11.660864","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"1413","11.668938","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1415","11.676831","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1417","11.684844","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1419","11.692750","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1421","11.700845","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1423","11.708748","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1425","11.716843","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1427","11.724664","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1429","11.732741","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1431","11.740661","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1433","11.748832","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1435","11.756841","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1437","11.764627","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1439","11.772845","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1441","11.780740","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1443","11.788813","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"1445","11.796799","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1447","11.804755","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1449","11.812939","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1451","11.820960","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"1453","11.828753","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1455","11.836960","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1457","11.844839","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1459","11.852975","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"1461","11.860664","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1463","11.868798","1.7.3","host","USB","79","200102000006000000000000000000","URB_INTERRUPT in"
"1465","11.876833","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1467","11.884834","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"1469","11.894735","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1471","11.902739","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1473","11.910741","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1475","11.916835","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1477","11.924730","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1479","11.932673","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1481","11.940667","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1483","11.950739","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1485","11.958838","1.7.3","host","USB","79","200102000004e0ff00000000000000","URB_INTERRUPT in"
"1487","11.966957","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1489","11.974665","1.7.3","host","USB","79","200102000005e0ff00000000000000","URB_INTERRUPT in"
"1491","11.982837","1.7.3","host","USB","79","200102000004f0ff00000000000000","URB_INTERRUPT in"
"1493","11.990662","1.7.3","host","USB","79","200102000004e0ff00000000000000","URB_INTERRUPT in"
"1495","11.998664","1.7.3","host","USB","79","200102000004f0ff00000000000000","URB_INTERRUPT in"
"1497","12.006636","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1499","12.014703","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1501","12.022769","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1503","12.030817","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"1505","12.038792","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1507","12.046660","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1509","12.054689","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"1511","12.062669","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1513","12.070663","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1515","12.078663","1.7.3","host","USB","79","200102000003e0ff00000000000000","URB_INTERRUPT in"
"1517","12.086749","1.7.3","host","USB","79","200102000003e0ff00000000000000","URB_INTERRUPT in"
"1519","12.094842","1.7.3","host","USB","79","200102000003e0ff00000000000000","URB_INTERRUPT in"
"1521","12.102741","1.7.3","host","USB","79","200102000003d0ff00000000000000","URB_INTERRUPT in"
"1523","12.110663","1.7.3","host","USB","79","200102000002d0ff00000000000000","URB_INTERRUPT in"
"1525","12.118657","1.7.3","host","USB","79","200102000002e0ff00000000000000","URB_INTERRUPT in"
"1527","12.126656","1.7.3","host","USB","79","200102000002d0ff00000000000000","URB_INTERRUPT in"
"1529","12.134669","1.7.3","host","USB","79","200102000003d0ff00000000000000","URB_INTERRUPT in"
"1531","12.142676","1.7.3","host","USB","79","200102000003e0ff00000000000000","URB_INTERRUPT in"
"1533","12.150664","1.7.3","host","USB","79","200102000003e0ff00000000000000","URB_INTERRUPT in"
"1535","12.158743","1.7.3","host","USB","79","200102000003d0ff00000000000000","URB_INTERRUPT in"
"1537","12.168772","1.7.3","host","USB","79","200102000004d0ff00000000000000","URB_INTERRUPT in"
"1539","12.176837","1.7.3","host","USB","79","200102000004d0ff00000000000000","URB_INTERRUPT in"
"1541","12.184847","1.7.3","host","USB","79","200102000005c0ff00000000000000","URB_INTERRUPT in"
"1543","12.190670","1.7.3","host","USB","79","200102000004b0ff00000000000000","URB_INTERRUPT in"
"1545","12.198711","1.7.3","host","USB","79","200102000004b0ff00000000000000","URB_INTERRUPT in"
"1547","12.206669","1.7.3","host","USB","79","200102000004b0ff00000000000000","URB_INTERRUPT in"
"1549","12.216844","1.7.3","host","USB","79","200102000004a0ff00000000000000","URB_INTERRUPT in"
"1551","12.224781","1.7.3","host","USB","79","200102000003b0ff00000000000000","URB_INTERRUPT in"
"1553","12.232848","1.7.3","host","USB","79","200102000003b0ff00000000000000","URB_INTERRUPT in"
"1555","12.240665","1.7.3","host","USB","79","200102000003b0ff00000000000000","URB_INTERRUPT in"
"1557","12.248666","1.7.3","host","USB","79","200102000002b0ff00000000000000","URB_INTERRUPT in"
"1559","12.256855","1.7.3","host","USB","79","200102000003b0ff00000000000000","URB_INTERRUPT in"
"1561","12.264773","1.7.3","host","USB","79","200102000003b0ff00000000000000","URB_INTERRUPT in"
"1563","12.272849","1.7.3","host","USB","79","200102000003b0ff00000000000000","URB_INTERRUPT in"
"1565","12.288684","1.7.3","host","USB","79","200102000004a0ff00000000000000","URB_INTERRUPT in"
"1567","12.296776","1.7.3","host","USB","79","20010200000590ff00000000000000","URB_INTERRUPT in"
"1569","12.304666","1.7.3","host","USB","79","20010200000680ff00000000000000","URB_INTERRUPT in"
"1571","12.312837","1.7.3","host","USB","79","20010200000680ff00000000000000","URB_INTERRUPT in"
"1573","12.320853","1.7.3","host","USB","79","20010200000690ff00000000000000","URB_INTERRUPT in"
"1575","12.328776","1.7.3","host","USB","79","200102000005a0ff00000000000000","URB_INTERRUPT in"
"1577","12.336837","1.7.3","host","USB","79","200102000005a0ff00000000000000","URB_INTERRUPT in"
"1579","12.344667","1.7.3","host","USB","79","200102000005a0ff00000000000000","URB_INTERRUPT in"
"1581","12.352840","1.7.3","host","USB","79","200102000005b0ff00000000000000","URB_INTERRUPT in"
"1583","12.360854","1.7.3","host","USB","79","200102000005b0ff00000000000000","URB_INTERRUPT in"
"1585","12.368629","1.7.3","host","USB","79","20010200000780ff00000000000000","URB_INTERRUPT in"
"1587","12.376628","1.7.3","host","USB","79","200102000003b0ff00000000000000","URB_INTERRUPT in"
"1589","12.384626","1.7.3","host","USB","79","200102000002c0ff00000000000000","URB_INTERRUPT in"
"1591","12.392675","1.7.3","host","USB","79","200102000002b0ff00000000000000","URB_INTERRUPT in"
"1593","12.400674","1.7.3","host","USB","79","200102000002a0ff00000000000000","URB_INTERRUPT in"
"1595","12.408673","1.7.3","host","USB","79","200102000003a0ff00000000000000","URB_INTERRUPT in"
"1597","12.416848","1.7.3","host","USB","79","200102000003a0ff00000000000000","URB_INTERRUPT in"
"1599","12.424682","1.7.3","host","USB","79","20010200000490ff00000000000000","URB_INTERRUPT in"
"1601","12.432844","1.7.3","host","USB","79","200102000004a0ff00000000000000","URB_INTERRUPT in"
"1603","12.440678","1.7.3","host","USB","79","200102000004a0ff00000000000000","URB_INTERRUPT in"
"1605","12.450759","1.7.3","host","USB","79","200102000005b0ff00000000000000","URB_INTERRUPT in"
"1607","12.458673","1.7.3","host","USB","79","200102000004b0ff00000000000000","URB_INTERRUPT in"
"1609","12.466747","1.7.3","host","USB","79","200102000004c0ff00000000000000","URB_INTERRUPT in"
"1611","12.472850","1.7.3","host","USB","79","200102000004b0ff00000000000000","URB_INTERRUPT in"
"1613","12.480665","1.7.3","host","USB","79","20010200000570ff00000000000000","URB_INTERRUPT in"
"1615","12.488852","1.7.3","host","USB","79","200102000002b0ff00000000000000","URB_INTERRUPT in"
"1617","12.496789","1.7.3","host","USB","79","200102000002b0ff00000000000000","URB_INTERRUPT in"
"1619","12.506667","1.7.3","host","USB","79","200102000002b0ff00000000000000","URB_INTERRUPT in"
"1621","12.514760","1.7.3","host","USB","79","200102000003b0ff00000000000000","URB_INTERRUPT in"
"1623","12.522738","1.7.3","host","USB","79","200102000002c0ff00000000000000","URB_INTERRUPT in"
"1625","12.530841","1.7.3","host","USB","79","200102000002b0ff00000000000000","URB_INTERRUPT in"
"1627","12.538746","1.7.3","host","USB","79","200102000003c0ff00000000000000","URB_INTERRUPT in"
"1629","12.546863","1.7.3","host","USB","79","200102000002c0ff00000000000000","URB_INTERRUPT in"
"1631","12.554745","1.7.3","host","USB","79","200102000003d0ff00000000000000","URB_INTERRUPT in"
"1633","12.562673","1.7.3","host","USB","79","200102000002c0ff00000000000000","URB_INTERRUPT in"
"1635","12.570660","1.7.3","host","USB","79","200102000003d0ff00000000000000","URB_INTERRUPT in"
"1637","12.578672","1.7.3","host","USB","79","200102000003e0ff00000000000000","URB_INTERRUPT in"
"1639","12.586747","1.7.3","host","USB","79","200102000004a0ff00000000000000","URB_INTERRUPT in"
"1641","12.594665","1.7.3","host","USB","79","200102000003d0ff00000000000000","URB_INTERRUPT in"
"1643","12.602674","1.7.3","host","USB","79","200102000002d0ff00000000000000","URB_INTERRUPT in"
"1645","12.610666","1.7.3","host","USB","79","200102000002e0ff00000000000000","URB_INTERRUPT in"
"1647","12.618660","1.7.3","host","USB","79","200102000002d0ff00000000000000","URB_INTERRUPT in"
"1649","12.626621","1.7.3","host","USB","79","200102000003e0ff00000000000000","URB_INTERRUPT in"
"1651","12.634750","1.7.3","host","USB","79","200102000002d0ff00000000000000","URB_INTERRUPT in"
"1653","12.642658","1.7.3","host","USB","79","200102000003e0ff00000000000000","URB_INTERRUPT in"
"1655","12.650681","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1657","12.658770","1.7.3","host","USB","79","200102000003e0ff00000000000000","URB_INTERRUPT in"
"1659","12.666752","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1661","12.674741","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1663","12.682949","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1665","12.690667","1.7.3","host","USB","79","200102000004d0ff00000000000000","URB_INTERRUPT in"
"1667","12.698751","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1669","12.706963","1.7.3","host","USB","79","200102000002e0ff00000000000000","URB_INTERRUPT in"
"1671","12.714756","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1673","12.722743","1.7.3","host","USB","79","200102000002e0ff00000000000000","URB_INTERRUPT in"
"1675","12.730743","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1677","12.738746","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1679","12.748768","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1681","12.756666","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1683","12.764674","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1685","12.770746","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1687","12.778757","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"1689","12.786749","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1691","12.796794","1.7.3","host","USB","79","200102000004f0ff00000000000000","URB_INTERRUPT in"
"1693","12.804785","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1695","12.812945","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1697","12.820852","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1699","12.828692","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1701","12.836948","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1703","12.844835","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1705","12.852840","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1707","12.860950","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1709","12.868951","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1711","12.876847","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1713","12.884949","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1715","12.892670","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1717","12.900972","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"1719","12.908741","1.7.3","host","USB","79","200102000004f0ff00000000000000","URB_INTERRUPT in"
"1721","12.916854","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1723","12.924682","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1725","12.932936","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1727","12.940672","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"1729","12.948677","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1731","12.956671","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"1733","12.964675","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1735","12.972678","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1737","12.980662","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1739","12.988856","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"1741","12.996630","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1743","13.004819","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1745","13.012841","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1747","13.022872","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1749","13.030676","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1751","13.054669","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1753","13.062745","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1755","13.076656","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1757","13.086910","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1759","13.094773","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1761","13.102848","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"1763","13.110623","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1765","13.118781","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1767","13.126770","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1769","13.134760","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1771","13.142682","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"1773","13.166903","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1775","13.190634","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1777","13.198755","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1779","13.206665","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1781","13.214677","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"1783","13.230677","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1785","13.238973","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"1787","13.304773","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1789","13.310859","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1791","13.326755","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1793","13.336970","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"1795","13.770956","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1797","13.786684","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1799","13.802754","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1801","13.810682","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1803","13.818754","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1805","13.826760","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1807","13.834682","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1809","13.842761","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1811","13.850755","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1813","13.858776","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1815","13.866750","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1817","13.874747","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1819","13.884863","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1821","13.892679","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1823","13.898762","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1825","13.906683","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1827","13.914767","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1829","13.924900","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1831","13.932677","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1833","13.940678","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1835","13.948852","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1837","13.956676","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1839","13.964827","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1841","13.972862","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1843","13.980755","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1845","13.988890","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1847","13.996750","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1849","14.004769","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1851","14.012917","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1853","14.020910","1.7.3","host","USB","79","2001020000fc0f0000000000000000","URB_INTERRUPT in"
"1855","14.028893","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1857","14.036639","1.7.3","host","USB","79","2001020000fc0f0000000000000000","URB_INTERRUPT in"
"1859","14.044685","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1861","14.052864","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"1863","14.060865","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1865","14.068961","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1867","14.076853","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"1869","14.084865","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1871","14.092683","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1873","14.100679","1.7.3","host","USB","79","2001020000fb1f0000000000000000","URB_INTERRUPT in"
"1875","14.108679","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1877","14.116674","1.7.3","host","USB","79","2001020000fd1f0000000000000000","URB_INTERRUPT in"
"1879","14.124688","1.7.3","host","USB","79","2001020000fa1f0000000000000000","URB_INTERRUPT in"
"1881","14.132686","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"1883","14.140706","1.7.3","host","USB","79","2001020000fd1f0000000000000000","URB_INTERRUPT in"
"1885","14.148890","1.7.3","host","USB","79","2001020000fb1f0000000000000000","URB_INTERRUPT in"
"1887","14.156864","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1889","14.166837","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1891","14.174673","1.7.3","host","USB","79","2001020000fd2f0000000000000000","URB_INTERRUPT in"
"1893","14.180662","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"1895","14.188780","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1897","14.196675","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"1899","14.204826","1.7.3","host","USB","79","2001020000fc1f0000000000000000","URB_INTERRUPT in"
"1901","14.214806","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1903","14.222963","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1905","14.230766","1.7.3","host","USB","79","2001020000fd1f0000000000000000","URB_INTERRUPT in"
"1907","14.238947","1.7.3","host","USB","79","2001020000fc2f0000000000000000","URB_INTERRUPT in"
"1909","14.246701","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1911","14.254691","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1913","14.262760","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1915","14.270779","1.7.3","host","USB","79","2001020000fe1f0000000000000000","URB_INTERRUPT in"
"1917","14.278761","1.7.3","host","USB","79","2001020000fd2f0000000000000000","URB_INTERRUPT in"
"1919","14.286687","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
