"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"2597","17.162884","1.7.3","host","USB","79","2001020000fdffff00000000000000","URB_INTERRUPT in"
"2599","17.170857","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"2601","17.178872","1.7.3","host","USB","79","2001020000feffff00000000000000","URB_INTERRUPT in"
"2603","17.186758","1.7.3","host","USB","79","2001020000fdffff00000000000000","URB_INTERRUPT in"
"2605","17.202711","1.7.3","host","USB","79","2001020000feffff00000000000000","URB_INTERRUPT in"
"2607","17.210665","1.7.3","host","USB","79","2001020000feffff00000000000000","URB_INTERRUPT in"
"2609","17.218729","1.7.3","host","USB","79","2001020000feffff00000000000000","URB_INTERRUPT in"
"2611","17.226976","1.7.3","host","USB","79","2001020000fdffff00000000000000","URB_INTERRUPT in"
"2613","17.234939","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"2615","17.242661","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"2617","17.250696","1.7.3","host","USB","79","2001020000fcffff00000000000000","URB_INTERRUPT in"
"2619","17.266711","1.7.3","host","USB","79","2001020000fc0f0000000000000000","URB_INTERRUPT in"
"2621","17.274824","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"2623","17.282880","1.7.3","host","USB","79","2001020000fc0f0000000000000000","URB_INTERRUPT in"
"2625","17.292676","1.7.3","host","USB","79","2001020000fc0f0000000000000000","URB_INTERRUPT in"
"2627","17.301041","1.7.3","host","USB","79","2001020000fc0f0000000000000000","URB_INTERRUPT in"
"2629","17.308996","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"2631","17.324826","1.7.3","host","USB","79","2001020000feffff00000000000000","URB_INTERRUPT in"
"2633","17.332991","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"2635","17.340991","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"2637","17.348972","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"2639","17.356983","1.7.3","host","USB","79","2001020000fd0f0000000000000000","URB_INTERRUPT in"
"2641","17.364852","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"2643","17.372706","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"2645","17.388893","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"2647","17.412894","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"2649","17.456673","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"2651","17.472669","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"2653","17.480676","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"2655","17.488891","1.7.3","host","USB","79","2001020000fe0f0000000000000000","URB_INTERRUPT in"
"2657","17.504827","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"2659","17.594715","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2661","17.610879","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2663","17.618792","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2665","17.626874","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"2667","17.634674","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"2669","17.650714","1.7.3","host","USB","79","200102000001200000000000000000","URB_INTERRUPT in"
"2671","18.528995","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2673","18.544902","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2675","18.552905","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2677","18.569023","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2679","18.577009","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2681","18.584905","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2683","18.592718","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2685","18.602722","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2687","18.608799","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"2689","18.616900","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2691","18.624686","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"2693","18.632911","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"2695","18.640719","1.7.3","host","USB","79","200102000004100000000000000000","URB_INTERRUPT in"
"2697","18.648886","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"2699","18.656749","1.7.3","host","USB","79","200102000005000000000000000000","URB_INTERRUPT in"
"2701","18.664701","1.7.3","host","USB","79","200102000005000000000000000000","URB_INTERRUPT in"
"2703","18.674769","1.7.3","host","USB","79","200102000005000000000000000000","URB_INTERRUPT in"
"2705","18.682965","1.7.3","host","USB","79","200102000005000000000000000000","URB_INTERRUPT in"
"2707","18.690669","1.7.3","host","USB","79","200102000005000000000000000000","URB_INTERRUPT in"
"2709","18.698851","1.7.3","host","USB","79","200102000006000000000000000000","URB_INTERRUPT in"
"2711","18.704672","1.7.3","host","USB","79","200102000005100000000000000000","URB_INTERRUPT in"
"2713","18.712670","1.7.3","host","USB","79","200102000005000000000000000000","URB_INTERRUPT in"
"2715","18.722739","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"2717","18.730732","1.7.3","host","USB","79","200102000005000000000000000000","URB_INTERRUPT in"
"2719","18.738905","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"2721","18.746764","1.7.3","host","USB","79","200102000004100000000000000000","URB_INTERRUPT in"
"2723","18.754716","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"2725","18.762800","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"2727","18.770719","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"2729","18.778883","1.7.3","host","USB","79","200102000004000000000000000000","URB_INTERRUPT in"
"2731","18.786818","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2733","18.794900","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"2735","18.802922","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"2737","18.810705","1.7.3","host","USB","79","200102000004100000000000000000","URB_INTERRUPT in"
"2739","18.818872","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2741","18.826704","1.7.3","host","USB","79","200102000004100000000000000000","URB_INTERRUPT in"
"2743","18.835098","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2745","18.842710","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"2747","18.850730","1.7.3","host","USB","79","200102000004200000000000000000","URB_INTERRUPT in"
"2749","18.858723","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2751","18.866712","1.7.3","host","USB","79","200102000004200000000000000000","URB_INTERRUPT in"
"2753","18.874686","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2755","18.882714","1.7.3","host","USB","79","200102000004100000000000000000","URB_INTERRUPT in"
"2757","18.890727","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2759","18.898715","1.7.3","host","USB","79","200102000004100000000000000000","URB_INTERRUPT in"
"2761","18.906714","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2763","18.914713","1.7.3","host","USB","79","200102000002200000000000000000","URB_INTERRUPT in"
"2765","18.922809","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2767","18.930715","1.7.3","host","USB","79","200102000002200000000000000000","URB_INTERRUPT in"
"2769","18.938790","1.7.3","host","USB","79","200102000002200000000000000000","URB_INTERRUPT in"
"2771","18.946686","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2773","18.954714","1.7.3","host","USB","79","200102000004300000000000000000","URB_INTERRUPT in"
"2775","18.964729","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2777","18.972887","1.7.3","host","USB","79","200102000004300000000000000000","URB_INTERRUPT in"
"2779","18.980729","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2781","18.986818","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2783","18.994727","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"2785","19.004732","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2787","19.012915","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2789","19.020891","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2791","19.028903","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2793","19.036724","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2795","19.044800","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2797","19.052718","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2799","19.062732","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2801","19.068681","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2803","19.076735","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2805","19.084733","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2807","19.092721","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2809","19.100987","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2811","19.108791","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2813","19.116898","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2815","19.124687","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"2817","19.132910","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"2819","19.140722","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2821","19.148892","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"2823","19.156727","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2825","19.164711","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2827","19.172912","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2829","19.180762","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2831","19.188989","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2833","19.196951","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2835","19.204724","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2837","19.212710","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2839","19.220709","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2841","19.228717","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"2843","19.238716","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2845","19.246778","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"2847","19.254718","1.7.3","host","USB","79","200102000003f0ff00000000000000","URB_INTERRUPT in"
"2849","19.262674","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2851","19.269021","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2853","19.276975","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"2855","19.284997","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2857","19.294887","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2859","19.302860","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2861","19.310866","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2863","19.318850","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2865","19.326944","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2867","19.334738","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2869","19.342729","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2871","19.350723","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2873","19.358719","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2875","19.366720","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2877","19.374722","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2879","19.382815","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2881","19.390722","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2883","19.398822","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2885","19.406804","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2887","19.414728","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2889","19.422737","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2891","19.430796","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2893","19.438808","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2895","19.446795","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2897","19.454806","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2899","19.462807","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2901","19.471037","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2903","19.478890","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2905","19.486806","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2907","19.494890","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2909","19.502807","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2911","19.510823","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2913","19.518826","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2915","19.529006","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2917","19.536955","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2919","19.552913","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2921","19.560913","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2923","19.569003","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2925","19.577004","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"2927","19.584901","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2929","19.592896","1.7.3","host","USB","79","200102000001f0ff00000000000000","URB_INTERRUPT in"
"2931","19.600757","1.7.3","host","USB","79","200102000002f0ff00000000000000","URB_INTERRUPT in"
"2933","19.617013","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"2935","19.990756","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2937","20.014897","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2939","20.030811","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2941","20.038724","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2943","20.046734","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"2945","20.054733","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2947","20.062737","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2949","20.070723","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2951","20.078829","1.7.3","host","USB","79","2001020000ff3f0000000000000000","URB_INTERRUPT in"
"2953","20.086723","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2955","20.094799","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"2957","20.102726","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"2959","20.112902","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"2961","20.120726","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2963","20.128867","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2965","20.134724","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"2967","20.142722","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2969","20.150726","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"2971","20.160723","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2973","20.168728","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2975","20.176724","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"2977","20.184723","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"2979","20.192734","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"2981","20.200727","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"2983","20.208736","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"2985","20.216726","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"2987","20.224689","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"2989","20.232726","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"2991","20.240724","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2993","20.248727","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"2995","20.256723","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"2997","20.264724","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"2999","20.272725","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"3001","20.280691","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3003","20.288726","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3005","20.296875","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"3007","20.304726","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"3009","20.312916","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3011","20.320738","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3013","20.329004","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"3015","20.336749","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3017","20.344741","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3019","20.352910","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3021","20.360745","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3023","20.368736","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3025","20.376732","1.7.3","host","USB","79","2001020000ff0f0000000000000000","URB_INTERRUPT in"
"3027","20.384728","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3029","20.392686","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3031","20.402829","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3033","20.410690","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3035","20.418739","1.7.3","host","USB","79","2001020000ff5f0000000000000000","URB_INTERRUPT in"
"3037","20.424736","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3039","20.434866","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"3041","20.442723","1.7.3","host","USB","79","2001020000ff4f0000000000000000","URB_INTERRUPT in"
"3043","20.450725","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3045","20.458709","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3047","20.466755","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"3049","20.474725","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"3051","20.482729","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3053","20.490693","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3055","20.498730","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3057","20.506735","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"3059","20.514692","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3061","20.522730","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3063","20.530692","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3065","20.539029","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3067","20.546787","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3069","20.554701","1.7.3","host","USB","79","2001020000ff4f0000000000000000","URB_INTERRUPT in"
"3071","20.562817","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3073","20.570816","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3075","20.578822","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"3077","20.586826","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3079","20.594741","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3081","20.602819","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3083","20.610695","1.7.3","host","USB","79","2001020000ff2f0000000000000000","URB_INTERRUPT in"
"3085","20.619003","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3087","20.626694","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3089","20.634730","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"3091","20.642695","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3093","20.650733","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3095","20.658695","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3097","20.666820","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3099","20.676693","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3101","20.684733","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3103","20.692696","1.7.3","host","USB","79","200102000000300000000000000000","URB_INTERRUPT in"
"3105","20.698824","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3107","20.706735","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3109","20.714819","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3111","20.732912","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3113","20.740742","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3115","20.748906","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3117","20.764735","1.7.3","host","USB","79","2001020000ff1f0000000000000000","URB_INTERRUPT in"
"3119","20.772833","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3121","20.780806","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3123","20.788920","1.7.3","host","USB","79","200102000000200000000000000000","URB_INTERRUPT in"
"3125","20.796744","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3127","20.804887","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3129","20.812731","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3131","20.820906","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3133","20.828732","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3135","20.836918","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3137","20.844697","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3139","20.852907","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3141","20.868862","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3143","20.876695","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3145","20.892693","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3147","20.908691","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"3149","20.924691","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3151","20.932730","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"3153","20.940703","1.7.3","host","USB","79","200102000000100000000000000000","URB_INTERRUPT in"
"3155","20.956817","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"3157","20.972907","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"3159","20.980813","1.7.3","host","USB","79","200102000001000000000000000000","URB_INTERRUPT in"
"3161","20.988865","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"3163","20.996741","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"3165","21.006826","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"3167","21.014841","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"3169","21.030735","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"3171","21.038819","1.7.3","host","USB","79","200102000001100000000000000000","URB_INTERRUPT in"
"3173","21.046743","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
"3175","21.054829","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"3177","21.062734","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"3179","21.070822","1.7.3","host","USB","79","200102000002100000000000000000","URB_INTERRUPT in"
"3181","21.078733","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"3183","21.086824","1.7.3","host","USB","79","200102000003000000000000000000","URB_INTERRUPT in"
"3185","21.102742","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"3187","21.110697","1.7.3","host","USB","79","200102000003100000000000000000","URB_INTERRUPT in"
"3189","21.118835","1.7.3","host","USB","79","200102000002000000000000000000","URB_INTERRUPT in"
